arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,persistent_scalars,peak_working_scalars,retained_items,retained_weight,reconstruction_sweeps,training_projection_rmse,target_table_rmse,bridge_fraction,reference_bridge_fraction,excess_bridge_fraction,minority_particle_mass,minority_recovered,split_target_table_rmse
reservoir-R1024,reservoir,PS2-correlated-rho085,correlated,concentrated,1,0.0020950427655958004,0.033270343003948516,0.05408653761989767,nan,nan,0,0.02749430001131259,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.032865377707337565,0.029667143505220282,nan,nan,nan,nan,0,0.01725638071458636
reservoir-R2048,reservoir,PS2-correlated-rho085,correlated,concentrated,1,0.0017636214414309404,0.028505559714151883,0.04190100080243099,nan,nan,0,0.028044400009093806,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.03522918898446137,0.02764111346562682,nan,nan,nan,nan,0,0.01725638071458636
kll-style-k64,kll-style,PS2-correlated-rho085,correlated,concentrated,1,0.0016112080657806338,0.02513018454817934,0.04037656063969518,nan,nan,0,0.20062349998624995,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.05052189795483911,0.03760741878143577,nan,nan,nan,nan,0,0.01725638071458636
kll-style-k128,kll-style,PS2-correlated-rho085,correlated,concentrated,1,0.0015612403524702945,0.024828960791501473,0.0399474317408662,nan,nan,0,0.1926761000067927,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.03822960565093292,0.01808800871538835,nan,nan,nan,nan,0,0.01725638071458636
exact-pooled-ceiling,exact-pooled,PS2-correlated-rho085,correlated,concentrated,1,0.001512919012549796,0.024812568803828636,0.041206668689169695,nan,nan,0,0.027748599997721612,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.03309519330330567,0.0,nan,nan,nan,nan,0,0.01725638071458636
paper-tau1,paper,PS2-correlated-rho085,correlated,concentrated,2,0.003685058219381143,0.03609888278953034,0.048061726045722224,nan,nan,0,0.07755300001008436,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.011277833102799485
historical-online-psqt,historical,PS2-correlated-rho085,correlated,concentrated,2,0.0028597508330163723,0.04393327043394288,0.06921571165264748,nan,nan,0,0.10597600002074614,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020715975006936147,0.032842171463412,nan,nan,nan,nan,0,0.011277833102799485
batch-mean-table,batch-mean,PS2-correlated-rho085,correlated,concentrated,2,0.0028577868691009867,0.04416245344644917,0.06891022070844052,nan,nan,0,0.0549198999942746,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.027249067007928594,0.03284217146341199,nan,nan,nan,nan,0,0.011277833102799485
batch-median-table,batch-median,PS2-correlated-rho085,correlated,concentrated,2,0.0030730976000618027,0.04542422375066629,0.07042604418740454,nan,nan,0,0.06615030000102706,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.027041028400733542,0.03445150862725693,nan,nan,nan,nan,0,0.011277833102799485
reservoir-R512,reservoir,PS2-correlated-rho085,correlated,concentrated,2,0.003825424234211172,0.04591188514735713,0.06750743123055622,nan,nan,0,0.03184419998433441,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.031459340981810045,0.041341930632189175,nan,nan,nan,nan,0,0.011277833102799485
reservoir-R1024,reservoir,PS2-correlated-rho085,correlated,concentrated,2,0.0028304912109228253,0.0390963742265091,0.05744685688125954,nan,nan,0,0.029460599995218217,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.03600498844248955,0.024931941711717545,nan,nan,nan,nan,0,0.011277833102799485
reservoir-R2048,reservoir,PS2-correlated-rho085,correlated,concentrated,2,0.0031714527127516545,0.0395469934074806,0.05205447049873204,nan,nan,0,0.02950640002381988,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.033520411014847235,0.015662979711780593,nan,nan,nan,nan,0,0.011277833102799485
kll-style-k64,kll-style,PS2-correlated-rho085,correlated,concentrated,2,0.0023534976276967656,0.03389242381210106,0.046868801553124916,nan,nan,0,0.20014959998661652,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.05468709096687452,0.04211863432803089,nan,nan,nan,nan,0,0.011277833102799485
kll-style-k128,kll-style,PS2-correlated-rho085,correlated,concentrated,2,0.0023328192561753447,0.034040191167108526,0.04688683707105194,nan,nan,0,0.18227320001460612,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.03867714130408087,0.01853664015171958,nan,nan,nan,nan,0,0.011277833102799485
exact-pooled-ceiling,exact-pooled,PS2-correlated-rho085,correlated,concentrated,2,0.0023705248078348395,0.03495841765034773,0.04909408949933656,nan,nan,0,0.026388500002212822,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.03328387287365053,0.0,nan,nan,nan,nan,0,0.011277833102799485
paper-tau1,paper,PS2-correlated-rho085,correlated,concentrated,3,0.005341107675146173,0.0476336522045654,0.06787845246562792,nan,nan,0,0.07566280002356507,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.01173638518237309
historical-online-psqt,historical,PS2-correlated-rho085,correlated,concentrated,3,0.0027927723968941276,0.04226759125682441,0.06220566573791038,nan,nan,0,0.10709209999185987,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020480411115629125,0.03364282783363265,nan,nan,nan,nan,0,0.01173638518237309
batch-mean-table,batch-mean,PS2-correlated-rho085,correlated,concentrated,3,0.002793313019802346,0.0420075643490618,0.062174580323374355,nan,nan,0,0.05447000000276603,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.0265616182948088,0.03364282783363265,nan,nan,nan,nan,0,0.01173638518237309
batch-median-table,batch-median,PS2-correlated-rho085,correlated,concentrated,3,0.0028408913088380228,0.042962552711943096,0.06518877128776106,nan,nan,0,0.06694160000188276,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.02598676052935328,0.038053587625374,nan,nan,nan,nan,0,0.01173638518237309
reservoir-R512,reservoir,PS2-correlated-rho085,correlated,concentrated,3,0.0018548335389095838,0.026658444501176617,0.04553771852965757,nan,nan,0,0.027751399989938363,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.029715589061518524,0.0404671037556406,nan,nan,nan,nan,0,0.01173638518237309
reservoir-R1024,reservoir,PS2-correlated-rho085,correlated,concentrated,3,0.0020299355438265776,0.03257229364299279,0.04774113490351598,nan,nan,0,0.0286066000116989,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.0333469917306221,0.024212776477702327,nan,nan,nan,nan,0,0.01173638518237309
reservoir-R2048,reservoir,PS2-correlated-rho085,correlated,concentrated,3,0.002072319469270667,0.030135072856936507,0.04143857852100076,nan,nan,0,0.030798899999354035,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.033794991389853556,0.02008811346784313,nan,nan,nan,nan,0,0.01173638518237309
kll-style-k64,kll-style,PS2-correlated-rho085,correlated,concentrated,3,0.002761701038646147,0.0351484486592649,0.047040293378374405,nan,nan,0,0.19342719999258406,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.05457622097050233,0.042886455605069554,nan,nan,nan,nan,0,0.01173638518237309
kll-style-k128,kll-style,PS2-correlated-rho085,correlated,concentrated,3,0.002566950616545327,0.03386099126640216,0.04622007185791528,nan,nan,0,0.19281930002034642,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.03889128647992048,0.018334103824477446,nan,nan,nan,nan,0,0.01173638518237309
exact-pooled-ceiling,exact-pooled,PS2-correlated-rho085,correlated,concentrated,3,0.002680627366389521,0.03499720710061671,0.045451397820988344,nan,nan,0,0.02690770002664067,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.03291751495817239,0.0,nan,nan,nan,nan,0,0.01173638518237309
paper-tau1,paper,PS2-correlated-rho085,correlated,concentrated,4,0.003312045045009815,0.03494295117281356,0.05171251934716639,nan,nan,0,0.0879852999933064,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.012444736604957141
historical-online-psqt,historical,PS2-correlated-rho085,correlated,concentrated,4,0.002225622575531383,0.04058085561909263,0.06899398185467855,nan,nan,0,0.10400599997956306,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020367155747823277,0.033287198075599427,nan,nan,nan,nan,0,0.012444736604957141
batch-mean-table,batch-mean,PS2-correlated-rho085,correlated,concentrated,4,0.0022308260260515134,0.04061588555757981,0.06895232184679331,nan,nan,0,0.05473299999721348,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.025735751306054055,0.033287198075599427,nan,nan,nan,nan,0,0.012444736604957141
batch-median-table,batch-median,PS2-correlated-rho085,correlated,concentrated,4,0.0023381370379926825,0.041867951217192466,0.07052414016864439,nan,nan,0,0.06390549999196082,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.02639025965290758,0.034893440912637234,nan,nan,nan,nan,0,0.012444736604957141
reservoir-R512,reservoir,PS2-correlated-rho085,correlated,concentrated,4,0.0020112033961396936,0.029072177753209607,0.041530564146191724,nan,nan,0,0.027877399988938123,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.036321124609318196,0.0377520187711096,nan,nan,nan,nan,0,0.012444736604957141
reservoir-R1024,reservoir,PS2-correlated-rho085,correlated,concentrated,4,0.002018102406775024,0.03122785229371352,0.055275145824991295,nan,nan,0,0.027152199996635318,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.03194182033454803,0.026751807886998717,nan,nan,nan,nan,0,0.012444736604957141
reservoir-R2048,reservoir,PS2-correlated-rho085,correlated,concentrated,4,0.00233456794506659,0.033514038108058204,0.05573820552419904,nan,nan,0,0.02882300000055693,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.030300441658821384,0.019930335312451277,nan,nan,nan,nan,0,0.012444736604957141
kll-style-k64,kll-style,PS2-correlated-rho085,correlated,concentrated,4,0.00175617340084111,0.02821512951048152,0.044291663649271715,nan,nan,0,0.20278239998151548,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.04768555588277094,0.03469999596882637,nan,nan,nan,nan,0,0.012444736604957141
kll-style-k128,kll-style,PS2-correlated-rho085,correlated,concentrated,4,0.0017166544771618497,0.028700607581712154,0.04802810990224837,nan,nan,0,0.19094020000193268,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.03647563036013482,0.017950946830994356,nan,nan,nan,nan,0,0.012444736604957141
exact-pooled-ceiling,exact-pooled,PS2-correlated-rho085,correlated,concentrated,4,0.001681645619509009,0.028810103802424332,0.04833185070666452,nan,nan,0,0.02625389999593608,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.031271577854106856,0.0,nan,nan,nan,nan,0,0.012444736604957141
paper-tau1,paper,PS2-correlated-rho085,correlated,far,0,0.00378979140284752,0.03373175851912296,0.04735195365889594,nan,nan,0,0.07639250002102926,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.014990702461396948
historical-online-psqt,historical,PS2-correlated-rho085,correlated,far,0,0.001785236548990432,0.03749192803779294,0.06540176916939212,nan,nan,0,0.10554260000935756,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.019912199667595366,0.03354509638860905,nan,nan,nan,nan,0,0.014990702461396948
batch-mean-table,batch-mean,PS2-correlated-rho085,correlated,far,0,0.0018224376838319456,0.0377528379496819,0.06571288786359983,nan,nan,0,0.05341449999832548,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.0271530863131383,0.03354509638860905,nan,nan,nan,nan,0,0.014990702461396948
batch-median-table,batch-median,PS2-correlated-rho085,correlated,far,0,0.0016582483678161397,0.03611523717402863,0.06595225517410633,nan,nan,0,0.06564950000029057,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.026262449525070335,0.03440492179087931,nan,nan,nan,nan,0,0.014990702461396948
reservoir-R512,reservoir,PS2-correlated-rho085,correlated,far,0,0.004584864916656106,0.05147356786195952,0.07393724503233014,nan,nan,0,0.02800829999614507,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.03068694075791486,0.04995783309673996,nan,nan,nan,nan,0,0.014990702461396948
reservoir-R1024,reservoir,PS2-correlated-rho085,correlated,far,0,0.0026158249727119554,0.041357310429381004,0.06511521404239283,nan,nan,0,0.028977999987546355,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.031535216377668866,0.03520585119226824,nan,nan,nan,nan,0,0.014990702461396948
reservoir-R2048,reservoir,PS2-correlated-rho085,correlated,far,0,0.0012641236352248786,0.024291825320623423,0.03924319669797852,nan,nan,0,0.02967380001791753,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.03343432740548261,0.013827617799946094,nan,nan,nan,nan,0,0.014990702461396948
kll-style-k64,kll-style,PS2-correlated-rho085,correlated,far,0,0.001327459986474766,0.025109316128439016,0.04010900581745328,nan,nan,0,0.2071187999972608,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.047871593321336614,0.03538136574004314,nan,nan,nan,nan,0,0.014990702461396948
kll-style-k128,kll-style,PS2-correlated-rho085,correlated,far,0,0.0013199678010329396,0.02518957422429459,0.04086717571405001,nan,nan,0,0.18138619998353533,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.04018925421175369,0.02370547950719789,nan,nan,nan,nan,0,0.014990702461396948
exact-pooled-ceiling,exact-pooled,PS2-correlated-rho085,correlated,far,0,0.0012939205205140247,0.025779631577630118,0.043009547011237124,nan,nan,0,0.026593000016873702,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.03224990157528777,0.0,nan,nan,nan,nan,0,0.014990702461396948
paper-tau1,paper,PS2-correlated-rho085,correlated,far,1,0.004153261855798895,0.04070917607295498,0.06386121957749455,nan,nan,0,0.07438119998550974,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.00798666381441078
historical-online-psqt,historical,PS2-correlated-rho085,correlated,far,1,0.001197699891348103,0.02740285424332679,0.04502191878694763,nan,nan,0,0.10552829998778179,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.02065473631547177,0.03452026151996299,nan,nan,nan,nan,0,0.00798666381441078
batch-mean-table,batch-mean,PS2-correlated-rho085,correlated,far,1,0.001202279172990428,0.027701439670790553,0.045202101282902946,nan,nan,0,0.0575237000011839,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.02638326703194917,0.03452026151996299,nan,nan,nan,nan,0,0.00798666381441078
batch-median-table,batch-median,PS2-correlated-rho085,correlated,far,1,0.0014195615953245255,0.029868261153949194,0.047180107153846566,nan,nan,0,0.06463660000008531,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.02580207065056027,0.0355597343807337,nan,nan,nan,nan,0,0.00798666381441078
reservoir-R512,reservoir,PS2-correlated-rho085,correlated,far,1,0.0018598060140773143,0.03199201562785397,0.0426743566673723,nan,nan,0,0.028065699996659532,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.034068992923299825,0.03139078798628503,nan,nan,nan,nan,0,0.00798666381441078
reservoir-R1024,reservoir,PS2-correlated-rho085,correlated,far,1,0.002194153778110275,0.02561488889150437,0.0327977594795515,nan,nan,0,0.027983600011793897,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.03322123925193068,0.022722193516678705,nan,nan,nan,nan,0,0.00798666381441078
reservoir-R2048,reservoir,PS2-correlated-rho085,correlated,far,1,0.0018123733195128944,0.02676014154225065,0.03622926907396457,nan,nan,0,0.028056400013156235,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.037400117334979874,0.02224218486867535,nan,nan,nan,nan,0,0.00798666381441078
kll-style-k64,kll-style,PS2-correlated-rho085,correlated,far,1,0.0014571438430217576,0.020961223245562332,0.02781360798122718,nan,nan,0,0.19370629999320954,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.05128176708347317,0.03852573167386092,nan,nan,nan,nan,0,0.00798666381441078
kll-style-k128,kll-style,PS2-correlated-rho085,correlated,far,1,0.0014441656463500818,0.021425599627272047,0.028971025421321232,nan,nan,0,0.1845323000161443,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.040320043870346725,0.022701349158311998,nan,nan,nan,nan,0,0.00798666381441078
exact-pooled-ceiling,exact-pooled,PS2-correlated-rho085,correlated,far,1,0.0013916706808654311,0.02139454464853531,0.029532525483681862,nan,nan,0,0.027063699992140755,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.03221791240558514,0.0,nan,nan,nan,nan,0,0.00798666381441078
paper-tau1,paper,PS2-correlated-rho085,correlated,far,2,0.005560799711604947,0.04768457818194101,0.06319117562363907,nan,nan,0,0.0752210000064224,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.013827193802853133
historical-online-psqt,historical,PS2-correlated-rho085,correlated,far,2,0.003150226399025069,0.05032234667136059,0.08567961374594782,nan,nan,0,0.10247479999088682,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020276312484933962,0.03467187273182308,nan,nan,nan,nan,0,0.013827193802853133
batch-mean-table,batch-mean,PS2-correlated-rho085,correlated,far,2,0.003123708875140685,0.05022528333633995,0.08565046017755047,nan,nan,0,0.05561919999308884,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.026176744905362603,0.03467187273182308,nan,nan,nan,nan,0,0.013827193802853133
batch-median-table,batch-median,PS2-correlated-rho085,correlated,far,2,0.003901784164509925,0.05418983744716997,0.08897183362028946,nan,nan,0,0.0655306999979075,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.025818353820958605,0.03441243245004617,nan,nan,nan,nan,0,0.013827193802853133
reservoir-R512,reservoir,PS2-correlated-rho085,correlated,far,2,0.008209710143469051,0.07200438649689168,0.0995397748045638,nan,nan,0,0.028016199998091906,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.03270465232961233,0.04630173786478058,nan,nan,nan,nan,0,0.013827193802853133
reservoir-R1024,reservoir,PS2-correlated-rho085,correlated,far,2,0.0019887963516260765,0.03279784852246973,0.053262905476499506,nan,nan,0,0.03168010001536459,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.03328686154176669,0.03939122021246256,nan,nan,nan,nan,0,0.013827193802853133
reservoir-R2048,reservoir,PS2-correlated-rho085,correlated,far,2,0.002468501322988703,0.03977663155619408,0.06179454157227111,nan,nan,0,0.027980799990473315,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.03393169581976105,0.02096311972298527,nan,nan,nan,nan,0,0.013827193802853133
kll-style-k64,kll-style,PS2-correlated-rho085,correlated,far,2,0.002812492662088384,0.04210306976316302,0.06543184011634666,nan,nan,0,0.19400909999967553,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.042452093715371335,0.028818065108803217,nan,nan,nan,nan,0,0.013827193802853133
kll-style-k128,kll-style,PS2-correlated-rho085,correlated,far,2,0.002982262617435394,0.04291344777772863,0.06474194871377786,nan,nan,0,0.18163930001901463,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.03744951673164062,0.01902897067563743,nan,nan,nan,nan,0,0.013827193802853133
